Date,Price,Open,High,Low,Vol.,Change %
06-12-2024,3559.95,3497.99,3652.79,3464.17,418.36K,1.77%
06-11-2024,3498,3667.85,3672.92,3433.2,477.11K,-4.63%
06-10-2024,3667.85,3706.32,3711.9,3650.33,165.29K,-1.04%
06-09-2024,3706.32,3681.59,3719.02,3668.45,108.79K,0.67%
06-08-2024,3681.59,3678.36,3709.44,3670.34,147.95K,0.09%
06-07-2024,3678.37,3812.95,3840.88,3608.44,384.78K,-3.53%
06-06-2024,3812.95,3865.15,3878.28,3765.23,251.82K,-1.35%
06-05-2024,3865.14,3810.35,3885.15,3778.13,288.18K,1.44%
06-04-2024,3810.35,3767.1,3831.41,3743.11,247.96K,1.15%
06-03-2024,3767.1,3782.06,3849.47,3759.07,262.39K,-0.40%
06-02-2024,3782.08,3815.95,3838.34,3753.62,219.62K,-0.89%
06-01-2024,3815.95,3762.63,3832.35,3753.32,143.81K,1.42%
05/31/2024,3762.66,3747.89,3844.96,3724.57,294.56K,0.40%
05/30/2024,3747.55,3767.22,3824.94,3703.74,293.81K,-0.58%
05/29/2024,3769.57,3845.56,3886.44,3745.72,353.25K,-1.98%
05/28/2024,3845.56,3894.33,3929.21,3775.08,436.24K,-1.25%
05/27/2024,3894.33,3825.99,3976,3824.33,393.85K,1.79%
05/26/2024,3826.02,3749.28,3881.62,3733.77,313.07K,2.05%
05/25/2024,3749.28,3728.32,3776.75,3709.7,170.39K,0.57%
05/24/2024,3728.21,3785.61,3829.13,3635.18,514.00K,-1.52%
05/23/2024,3785.65,3739.07,3941.42,3645.49,1.19M,1.25%
05/22/2024,3739.08,3790.42,3810.5,3654.54,597.46K,-1.36%
05/21/2024,3790.46,3661.04,3833.07,3630.71,1.01M,3.53%
05/20/2024,3661.07,3072.07,3679.47,3048.33,899.51K,19.17%
05/19/2024,3072.08,3122.87,3135.99,3058.31,170.99K,-1.63%
05/18/2024,3122.87,3092.09,3145.59,3084.73,205.74K,0.97%
05/17/2024,3092.75,2944.99,3116.65,2933.39,369.55K,5.02%
05/16/2024,2944.99,3032.64,3040.62,2924.2,306.25K,-2.96%
05/15/2024,3034.71,2881.99,3041.11,2864.5,363.90K,5.30%
05/14/2024,2881.99,2951.01,2958.94,2866,279.49K,-2.34%
05/13/2024,2951.01,2929.36,2993.23,2865.08,381.30K,0.74%
05-12-2024,2929.35,2912.56,2953.92,2903.16,111.77K,0.58%
05-11-2024,2912.56,2909.86,2943.58,2889.62,144.62K,0.09%
05-10-2024,2909.86,3036.32,3052.94,2882.82,355.90K,-4.16%
05-09-2024,3036.32,2974.92,3057.07,2953.21,248.78K,2.06%
05-08-2024,2974.94,3006.32,3036.79,2941.71,283.76K,-1.04%
05-07-2024,3006.36,3062.03,3128.32,3004.04,315.01K,-1.82%
05-06-2024,3062.03,3136.4,3220.04,3048.65,377.37K,-2.37%
05-05-2024,3136.4,3117.14,3170.63,3074.55,229.16K,0.62%
05-04-2024,3117.23,3102.25,3146.74,3095.58,205.59K,0.48%
05-03-2024,3102.25,2987.11,3125.81,2958.98,381.95K,3.85%
05-02-2024,2987.12,2973.3,3014.55,2897.11,387.64K,0.47%
05-01-2024,2973.27,3014.38,3023.06,2819.19,672.37K,-1.36%
04/30/2024,3014.41,3216.85,3250.44,2927.77,591.88K,-6.28%
04/29/2024,3216.29,3261.72,3286.75,3119.56,438.13K,-1.39%
04/28/2024,3261.69,3255.57,3347.45,3250.66,318.13K,0.19%
04/27/2024,3255.57,3131.42,3282.99,3073.79,334.66K,3.98%
